serial;ambient_temp_C;humidity;object_temp_C;cooling_state;critical_level;time_min
12124;-11.38;0.62;-11.38;0.0;0;12124
12125;-11.38;0.62;-11.38;0.0;0;12125
12126;-11.38;0.62;-11.38;0.0;0;12126
12127;-11.38;0.62;-11.38;0.0;0;12127
12128;-11.38;0.62;-11.38;0.0;0;12128
12129;-11.38;0.62;-11.38;0.0;0;12129
12130;-11.38;0.62;-11.38;0.0;0;12130
12131;-11.38;0.62;-11.38;0.0;0;12131
12132;-11.38;0.62;-11.38;0.0;0;12132
12133;-11.38;0.62;-11.38;0.0;0;12133
12134;-11.38;0.62;-11.38;0.0;0;12134
12135;-11.38;0.62;-11.38;0.0;0;12135
12136;-11.38;0.62;-11.38;0.0;0;12136
12137;-11.38;0.62;-11.38;0.0;0;12137
12138;-11.38;0.62;-11.38;0.0;0;12138
12139;-11.38;0.62;-11.38;0.0;0;12139
12140;-11.38;0.62;-11.38;0.0;0;12140
12141;-11.38;0.62;-11.38;0.0;0;12141
12142;-11.38;0.62;-11.38;0.0;0;12142
12143;-11.38;0.62;-11.38;0.0;0;12143
12144;-11.38;0.62;-11.38;0.0;0;12144
12145;-11.38;0.62;-11.38;0.0;0;12145
12146;-11.38;0.62;-11.38;0.0;0;12146
12147;-11.38;0.62;-11.38;0.0;0;12147
12148;-11.38;0.62;-11.38;0.0;0;12148
12149;-11.38;0.62;-11.38;0.0;0;12149
12150;-11.38;0.62;-11.38;0.0;0;12150
12151;-11.38;0.62;-11.38;0.0;0;12151
12152;-11.38;0.62;-11.38;0.0;0;12152
12153;-11.38;0.62;-11.38;0.0;0;12153
12154;-11.38;0.62;-11.38;0.0;0;12154
12155;-11.38;0.62;-11.38;0.0;0;12155
12156;-11.38;0.62;-11.38;0.0;0;12156
12157;-11.38;0.62;-11.38;0.0;0;12157
12158;-11.38;0.62;-11.38;0.0;0;12158
12159;-11.38;0.62;-11.38;0.0;0;12159
12160;-11.38;0.62;-11.38;0.0;0;12160
12161;-11.38;0.62;-11.38;0.0;0;12161
12162;-11.38;0.62;-11.38;0.0;0;12162
12163;-11.38;0.62;-11.38;0.0;0;12163
12164;-11.38;0.62;-11.38;0.0;0;12164
12165;-11.38;0.62;-11.38;0.0;0;12165
12166;-11.38;0.62;-11.38;0.0;0;12166
12167;-11.38;0.62;-11.38;0.0;0;12167
12168;-11.38;0.62;-11.38;0.0;0;12168
12169;-11.38;0.62;-11.38;0.0;0;12169
12170;-11.38;0.62;-11.38;0.0;0;12170
12171;-11.38;0.62;-11.38;0.0;0;12171
12172;-11.38;0.62;-11.38;0.0;0;12172
12173;-11.38;0.62;-11.38;0.0;0;12173
12174;-11.38;0.62;-11.38;0.0;0;12174
12175;-11.38;0.62;-11.38;0.0;0;12175
12176;-11.38;0.62;-11.38;0.0;0;12176
12177;-11.38;0.62;-11.38;0.0;0;12177
12178;-11.38;0.62;-11.38;0.0;0;12178
12179;-11.38;0.62;-11.38;0.0;0;12179
12180;-11.38;0.62;-11.38;0.0;0;12180
12181;-11.38;0.62;-11.38;0.0;0;12181
12182;-11.38;0.62;-11.38;0.0;0;12182
12183;-11.38;0.62;-11.38;0.0;0;12183
12184;-11.31;0.62;-11.31;0.0;0;12184
12185;-11.31;0.62;-11.31;0.0;0;12185
12186;-11.38;0.62;-11.38;0.0;0;12186
12187;-11.38;0.62;-11.38;0.0;0;12187
12188;-11.31;0.62;-11.31;0.0;0;12188
12189;-11.38;0.62;-11.38;0.0;0;12189
12190;-11.31;0.62;-11.31;0.0;0;12190
12191;-11.38;0.62;-11.38;0.0;0;12191
12192;-11.38;0.62;-11.38;0.0;0;12192
12193;-11.38;0.62;-11.38;0.0;0;12193
12194;-11.31;0.62;-11.31;0.0;0;12194
12195;-11.31;0.62;-11.31;0.0;0;12195
12196;-11.31;0.62;-11.31;0.0;0;12196
12197;-11.31;0.62;-11.31;0.0;0;12197
12198;-11.31;0.62;-11.31;0.0;0;12198
12199;-11.31;0.62;-11.31;0.0;0;12199
12200;-11.31;0.62;-11.31;0.0;0;12200
12201;-11.31;0.62;-11.31;0.0;0;12201
12202;-11.31;0.62;-11.31;0.0;0;12202
12203;-11.31;0.62;-11.31;0.0;0;12203
12204;-11.31;0.62;-11.31;0.0;0;12204
12205;-11.38;0.62;-11.38;0.0;0;12205
12206;-11.31;0.62;-11.31;0.0;0;12206
12207;-11.31;0.62;-11.31;0.0;0;12207
12208;-11.31;0.62;-11.31;0.0;0;12208
12209;-11.31;0.62;-11.31;0.0;0;12209
12210;-11.38;0.62;-11.38;0.0;0;12210
12211;-11.31;0.62;-11.31;0.0;0;12211
12212;-11.31;0.62;-11.31;0.0;0;12212
12213;-11.31;0.62;-11.31;0.0;0;12213
12214;-11.38;0.62;-11.38;0.0;0;12214
12215;-11.31;0.62;-11.31;0.0;0;12215
12216;-11.31;0.62;-11.31;0.0;0;12216
12217;-11.31;0.62;-11.31;0.0;0;12217
12218;-11.31;0.62;-11.31;0.0;0;12218
12219;-11.38;0.62;-11.38;0.0;0;12219
12220;-11.31;0.62;-11.31;0.0;0;12220
12221;-11.31;0.62;-11.31;0.0;0;12221
12222;-11.31;0.62;-11.31;0.0;0;12222
12223;-11.31;0.62;-11.31;0.0;0;12223
12224;-11.31;0.62;-11.31;0.0;0;12224
12225;-11.31;0.62;-11.31;0.0;0;12225
12226;-11.31;0.62;-11.31;0.0;0;12226
12227;-11.31;0.62;-11.31;0.0;0;12227
12228;-11.31;0.62;-11.31;0.0;0;12228
12229;-11.31;0.62;-11.31;0.0;0;12229
12230;-11.31;0.62;-11.31;0.0;0;12230
12231;-11.31;0.62;-11.31;0.0;0;12231
12232;-11.31;0.62;-11.31;0.0;0;12232
12233;-11.31;0.62;-11.31;0.0;0;12233
12234;-11.31;0.62;-11.31;0.0;0;12234
12235;-11.31;0.62;-11.31;0.0;0;12235
12236;-11.31;0.62;-11.31;0.0;0;12236
12237;-11.31;0.62;-11.31;0.0;0;12237
12238;-11.31;0.62;-11.31;0.0;0;12238
12239;-11.31;0.62;-11.31;0.0;0;12239
12240;-11.31;0.62;-11.31;0.0;0;12240
12241;-11.31;0.62;-11.31;0.0;0;12241
12242;-11.31;0.62;-11.31;0.0;0;12242
12243;-11.31;0.62;-11.31;0.0;0;12243
12244;-11.31;0.62;-11.31;0.0;0;12244
12245;-11.31;0.62;-11.31;0.0;0;12245
12246;-11.31;0.62;-11.31;0.0;0;12246
12247;-11.31;0.62;-11.31;0.0;0;12247
12248;-11.31;0.62;-11.31;0.0;0;12248
12249;-11.31;0.62;-11.31;0.0;0;12249
12250;-11.31;0.62;-11.31;0.0;0;12250
12251;-11.31;0.62;-11.31;0.0;0;12251
12252;-11.31;0.62;-11.31;0.0;0;12252
12253;-11.31;0.62;-11.31;0.0;0;12253
12254;-11.31;0.62;-11.31;0.0;0;12254
12255;-11.31;0.62;-11.31;0.0;0;12255
12256;-11.31;0.62;-11.31;0.0;0;12256
12257;-11.31;0.62;-11.31;0.0;0;12257
12258;-11.31;0.62;-11.31;0.0;0;12258
12259;-11.31;0.62;-11.31;0.0;0;12259
12260;-11.31;0.62;-11.31;0.0;0;12260
12261;-11.31;0.62;-11.31;0.0;0;12261
12262;-11.31;0.62;-11.31;0.0;0;12262
12263;-11.31;0.62;-11.31;0.0;0;12263
12264;-11.31;0.62;-11.31;0.0;0;12264
12265;-11.31;0.62;-11.31;0.0;0;12265
12266;-11.31;0.62;-11.31;0.0;0;12266
12267;-11.31;0.62;-11.31;0.0;0;12267
12268;-11.31;0.62;-11.31;0.0;0;12268
12269;-11.31;0.62;-11.31;0.0;0;12269
12270;-11.31;0.62;-11.31;0.0;0;12270
12271;-11.31;0.62;-11.31;0.0;0;12271
12272;-11.31;0.62;-11.31;0.0;0;12272
12273;-11.31;0.62;-11.31;0.0;0;12273
12274;-11.31;0.62;-11.31;0.0;0;12274
12275;-11.31;0.62;-11.31;0.0;0;12275
12276;-11.31;0.62;-11.31;0.0;0;12276
12277;-11.31;0.62;-11.31;0.0;0;12277
12278;-11.31;0.62;-11.31;0.0;0;12278
12279;-11.31;0.62;-11.31;0.0;0;12279
12280;-11.31;0.62;-11.31;0.0;0;12280
12281;-11.31;0.62;-11.31;0.0;0;12281
12282;-11.31;0.62;-11.31;0.0;0;12282
12283;-11.31;0.62;-11.31;0.0;0;12283
12284;-11.31;0.62;-11.31;0.0;0;12284
12285;-11.31;0.62;-11.31;0.0;0;12285
12286;-11.31;0.62;-11.31;0.0;0;12286
12287;-11.31;0.62;-11.31;0.0;0;12287
12288;-11.31;0.62;-11.31;0.0;0;12288
12289;-11.31;0.62;-11.31;0.0;0;12289
12290;-11.31;0.62;-11.31;0.0;0;12290
12291;-11.31;0.62;-11.31;0.0;0;12291
12292;-11.31;0.62;-11.31;0.0;0;12292
12293;-11.31;0.62;-11.31;0.0;0;12293
12294;-11.31;0.62;-11.31;0.0;0;12294
12295;-11.31;0.62;-11.31;0.0;0;12295
12296;-11.31;0.62;-11.31;0.0;0;12296
12297;-11.31;0.62;-11.31;0.0;0;12297
12298;-11.31;0.62;-11.31;0.0;0;12298
12299;-11.31;0.62;-11.31;0.0;0;12299
12300;-11.31;0.62;-11.31;0.0;0;12300
12301;-11.31;0.62;-11.31;0.0;0;12301
12302;-11.31;0.62;-11.31;0.0;0;12302
12303;-11.31;0.62;-11.31;0.0;0;12303
12304;-11.31;0.62;-11.31;0.0;0;12304
12305;-11.31;0.62;-11.31;0.0;0;12305
12306;-11.31;0.62;-11.31;0.0;0;12306
12307;-11.31;0.62;-11.31;0.0;0;12307
12308;-11.31;0.62;-11.31;0.0;0;12308
12309;-11.31;0.62;-11.31;0.0;0;12309
12310;-11.31;0.62;-11.31;0.0;0;12310
12311;-11.31;0.62;-11.31;0.0;0;12311
12312;-11.31;0.62;-11.31;0.0;0;12312
12313;-11.31;0.62;-11.31;0.0;0;12313
12314;-11.31;0.62;-11.31;0.0;0;12314
12315;-11.31;0.62;-11.31;0.0;0;12315
12316;-11.31;0.62;-11.31;0.0;0;12316
12317;-11.31;0.62;-11.31;0.0;0;12317
12318;-11.31;0.62;-11.31;0.0;0;12318
12319;-11.31;0.62;-11.31;0.0;0;12319
12320;-11.31;0.62;-11.31;0.0;0;12320
12321;-11.31;0.62;-11.31;0.0;0;12321
12322;-11.31;0.62;-11.31;0.0;0;12322
12323;-11.31;0.62;-11.31;0.0;0;12323
12324;-11.31;0.62;-11.31;0.0;0;12324
12325;-11.31;0.62;-11.31;0.0;0;12325
12326;-11.31;0.62;-11.31;0.0;0;12326
12327;-11.31;0.62;-11.31;0.0;0;12327
12328;-11.31;0.62;-11.31;0.0;0;12328
12329;-11.31;0.62;-11.31;0.0;0;12329
12330;-11.31;0.62;-11.31;0.0;0;12330
12331;-11.31;0.62;-11.31;0.0;0;12331
12332;-11.31;0.62;-11.31;0.0;0;12332
12333;-11.31;0.62;-11.31;0.0;0;12333
12334;-11.31;0.62;-11.31;0.0;0;12334
12335;-11.31;0.62;-11.31;0.0;0;12335
12336;-11.25;0.62;-11.25;0.0;0;12336
12337;-11.31;0.62;-11.31;0.0;0;12337
12338;-11.31;0.62;-11.31;0.0;0;12338
12339;-11.31;0.62;-11.31;0.0;0;12339
12340;-11.31;0.62;-11.31;0.0;0;12340
12341;-11.31;0.62;-11.31;0.0;0;12341
12342;-11.31;0.62;-11.31;0.0;0;12342
12343;-11.31;0.62;-11.31;0.0;0;12343
12344;-11.31;0.62;-11.31;0.0;0;12344
12345;-11.31;0.62;-11.31;0.0;0;12345
12346;-11.31;0.62;-11.31;0.0;0;12346
12347;-11.25;0.62;-11.25;0.0;0;12347
12348;-11.31;0.62;-11.31;0.0;0;12348
12349;-11.25;0.62;-11.25;0.0;0;12349
12350;-11.25;0.62;-11.25;0.0;0;12350
12351;-11.31;0.62;-11.31;0.0;0;12351
12352;-11.31;0.62;-11.31;0.0;0;12352
12353;-11.25;0.62;-11.25;0.0;0;12353
12354;-11.31;0.62;-11.31;0.0;0;12354
12355;-11.25;0.62;-11.25;0.0;0;12355
12356;-11.25;0.62;-11.25;0.0;0;12356
12357;-11.25;0.62;-11.25;0.0;0;12357
12358;-11.31;0.62;-11.31;0.0;0;12358
12359;-11.25;0.62;-11.25;0.0;0;12359
12360;-11.25;0.62;-11.25;0.0;0;12360
12361;-11.25;0.62;-11.25;0.0;0;12361
12362;-11.25;0.62;-11.25;0.0;0;12362
12363;-11.25;0.62;-11.25;0.0;0;12363
12364;-11.25;0.62;-11.25;0.0;0;12364
12365;-11.31;0.62;-11.31;0.0;0;12365
12366;-11.25;0.62;-11.25;0.0;0;12366
12367;-11.25;0.62;-11.25;0.0;0;12367
12368;-11.25;0.62;-11.25;0.0;0;12368
12369;-11.25;0.62;-11.25;0.0;0;12369
12370;-11.25;0.62;-11.25;0.0;0;12370
12371;-11.25;0.62;-11.25;0.0;0;12371
12372;-11.25;0.62;-11.25;0.0;0;12372
12373;-11.25;0.62;-11.25;0.0;0;12373
12374;-11.25;0.62;-11.25;0.0;0;12374
12375;-11.25;0.62;-11.25;0.0;0;12375
12376;-11.25;0.62;-11.25;0.0;0;12376
12377;-11.25;0.62;-11.25;0.0;0;12377
12378;-11.25;0.62;-11.25;0.0;0;12378
12379;-11.25;0.62;-11.25;0.0;0;12379
12380;-11.25;0.62;-11.25;0.0;0;12380
12381;-11.25;0.62;-11.25;0.0;0;12381
12382;-11.25;0.62;-11.25;0.0;0;12382
12383;-11.25;0.62;-11.25;0.0;0;12383
12384;-11.25;0.62;-11.25;0.0;0;12384
12385;-11.25;0.62;-11.25;0.0;0;12385
12386;-11.25;0.62;-11.25;0.0;0;12386
12387;-11.25;0.62;-11.25;0.0;0;12387
12388;-11.25;0.62;-11.25;0.0;0;12388
12389;-11.25;0.62;-11.25;0.0;0;12389
12390;-11.25;0.62;-11.25;0.0;0;12390
12391;-11.25;0.62;-11.25;0.0;0;12391
12392;-11.25;0.62;-11.25;0.0;0;12392
12393;-11.25;0.62;-11.25;0.0;0;12393
12394;-11.25;0.62;-11.25;0.0;0;12394
12395;-11.25;0.62;-11.25;0.0;0;12395
12396;-11.25;0.62;-11.25;0.0;0;12396
12397;-11.25;0.62;-11.25;0.0;0;12397
12398;-11.25;0.62;-11.25;0.0;0;12398
12399;-11.25;0.62;-11.25;0.0;0;12399
12400;-11.25;0.62;-11.25;0.0;0;12400
12401;-11.25;0.62;-11.25;0.0;0;12401
12402;-11.25;0.62;-11.25;0.0;0;12402
12403;-11.25;0.62;-11.25;0.0;0;12403
12404;-11.25;0.62;-11.25;0.0;0;12404
12405;-11.25;0.62;-11.25;0.0;0;12405
12406;-11.25;0.62;-11.25;0.0;0;12406
12407;-11.25;0.62;-11.25;0.0;0;12407
12408;-11.25;0.62;-11.25;0.0;0;12408
12409;-11.25;0.62;-11.25;0.0;0;12409
12410;-11.25;0.62;-11.25;0.0;0;12410
12411;-11.25;0.62;-11.25;0.0;0;12411
12412;-11.25;0.62;-11.25;0.0;0;12412
12413;-11.25;0.62;-11.25;0.0;0;12413
12414;-11.25;0.62;-11.25;0.0;0;12414
12415;-11.25;0.62;-11.25;0.0;0;12415
12416;-11.25;0.62;-11.25;0.0;0;12416
12417;-11.25;0.62;-11.25;0.0;0;12417
12418;-11.25;0.62;-11.25;0.0;0;12418
12419;-11.25;0.62;-11.25;0.0;0;12419
12420;-11.25;0.62;-11.25;0.0;0;12420
12421;-11.25;0.62;-11.25;0.0;0;12421
12422;-11.25;0.62;-11.25;0.0;0;12422
12423;-11.25;0.62;-11.25;0.0;0;12423
12424;-11.25;0.62;-11.25;0.0;0;12424
12425;-11.25;0.62;-11.25;0.0;0;12425
12426;-11.25;0.62;-11.25;0.0;0;12426
12427;-11.25;0.62;-11.25;0.0;0;12427
12428;-11.25;0.62;-11.25;0.0;0;12428
12429;-11.25;0.62;-11.25;0.0;0;12429
12430;-11.25;0.62;-11.25;0.0;0;12430
12431;-11.25;0.62;-11.25;0.0;0;12431
12432;-11.25;0.62;-11.25;0.0;0;12432
12433;-11.25;0.62;-11.25;0.0;0;12433
12434;-11.25;0.62;-11.25;0.0;0;12434
12435;-11.25;0.62;-11.25;0.0;0;12435
12436;-11.25;0.62;-11.25;0.0;0;12436
12437;-11.25;0.62;-11.25;0.0;0;12437
12438;-11.25;0.62;-11.25;0.0;0;12438
12439;-11.25;0.62;-11.25;0.0;0;12439
12440;-11.25;0.62;-11.25;0.0;0;12440
12441;-11.25;0.62;-11.25;0.0;0;12441
12442;-11.25;0.62;-11.25;0.0;0;12442
12443;-11.25;0.62;-11.25;0.0;0;12443
12444;-11.25;0.62;-11.25;0.0;0;12444
12445;-11.25;0.62;-11.25;0.0;0;12445
12446;-11.25;0.62;-11.25;0.0;0;12446
12447;-11.25;0.62;-11.25;0.0;0;12447
12448;-11.25;0.62;-11.25;0.0;0;12448
12449;-11.25;0.62;-11.25;0.0;0;12449
12450;-11.25;0.62;-11.25;0.0;0;12450
12451;-11.25;0.62;-11.25;0.0;0;12451
12452;-11.25;0.62;-11.25;0.0;0;12452
12453;-11.25;0.62;-11.25;0.0;0;12453
12454;-11.25;0.62;-11.25;0.0;0;12454
12455;-11.25;0.62;-11.25;0.0;0;12455
12456;-11.25;0.62;-11.25;0.0;0;12456
12457;-11.25;0.62;-11.25;0.0;0;12457
12458;-11.25;0.62;-11.25;0.0;0;12458
12459;-11.25;0.62;-11.25;0.0;0;12459
12460;-11.25;0.62;-11.25;0.0;0;12460
12461;-11.25;0.62;-11.25;0.0;0;12461
12462;-11.25;0.62;-11.25;0.0;0;12462
12463;-11.25;0.62;-11.25;0.0;0;12463
12464;-11.25;0.62;-11.25;0.0;0;12464
12465;-11.25;0.62;-11.25;0.0;0;12465
12466;-11.25;0.62;-11.25;0.0;0;12466
12467;-11.25;0.62;-11.25;0.0;0;12467
12468;-11.25;0.62;-11.25;0.0;0;12468
12469;-11.25;0.62;-11.25;0.0;0;12469
12470;-11.25;0.62;-11.25;0.0;0;12470
12471;-11.25;0.62;-11.25;0.0;0;12471
12472;-11.25;0.62;-11.25;0.0;0;12472
12473;-11.25;0.62;-11.25;0.0;0;12473
12474;-11.25;0.62;-11.25;0.0;0;12474
12475;-11.25;0.62;-11.25;0.0;0;12475
12476;-11.25;0.62;-11.25;0.0;0;12476
12477;-11.25;0.62;-11.25;0.0;0;12477
12478;-11.25;0.62;-11.25;0.0;0;12478
12479;-11.25;0.62;-11.25;0.0;0;12479
12480;-11.25;0.62;-11.25;0.0;0;12480
12481;-11.25;0.62;-11.25;0.0;0;12481
12482;-11.19;0.62;-11.19;0.0;0;12482
12483;-11.25;0.62;-11.25;0.0;0;12483
12484;-11.25;0.62;-11.25;0.0;0;12484
12485;-11.25;0.62;-11.25;0.0;0;12485
12486;-11.25;0.62;-11.25;0.0;0;12486
12487;-11.25;0.62;-11.25;0.0;0;12487
12488;-11.25;0.62;-11.25;0.0;0;12488
12489;-11.25;0.62;-11.25;0.0;0;12489
12490;-11.19;0.62;-11.19;0.0;0;12490
12491;-11.25;0.62;-11.25;0.0;0;12491
12492;-11.25;0.62;-11.25;0.0;0;12492
12493;-11.25;0.62;-11.25;0.0;0;12493
12494;-11.25;0.62;-11.25;0.0;0;12494
12495;-11.19;0.62;-11.19;0.0;0;12495
12496;-11.25;0.62;-11.25;0.0;0;12496
12497;-11.25;0.62;-11.25;0.0;0;12497
12498;-11.25;0.62;-11.25;0.0;0;12498
12499;-11.19;0.62;-11.19;0.0;0;12499
12500;-11.19;0.62;-11.19;0.0;0;12500
12501;-11.25;0.62;-11.25;0.0;0;12501
12502;-11.25;0.62;-11.25;0.0;0;12502
12503;-11.25;0.62;-11.25;0.0;0;12503
12504;-11.19;0.62;-11.19;0.0;0;12504
12505;-11.19;0.62;-11.19;0.0;0;12505
12506;-11.19;0.62;-11.19;0.0;0;12506
12507;-11.25;0.62;-11.25;0.0;0;12507
12508;-11.25;0.62;-11.25;0.0;0;12508
12509;-11.19;0.62;-11.19;0.0;0;12509
12510;-11.19;0.62;-11.19;0.0;0;12510
12511;-11.19;0.62;-11.19;0.0;0;12511
12512;-11.25;0.62;-11.25;0.0;0;12512
12513;-11.25;0.62;-11.25;0.0;0;12513
12514;-11.19;0.62;-11.19;0.0;0;12514
12515;-11.19;0.62;-11.19;0.0;0;12515
12516;-11.25;0.62;-11.25;0.0;0;12516
12517;-11.25;0.62;-11.25;0.0;0;12517
12518;-11.19;0.62;-11.19;0.0;0;12518
12519;-11.19;0.62;-11.19;0.0;0;12519
12520;-11.19;0.62;-11.19;0.0;0;12520
12521;-11.19;0.62;-11.19;0.0;0;12521
12522;-11.19;0.62;-11.19;0.0;0;12522
12523;-11.19;0.62;-11.19;0.0;0;12523
12524;-11.19;0.62;-11.19;0.0;0;12524
12525;-11.19;0.62;-11.19;0.0;0;12525
12526;-11.19;0.62;-11.19;0.0;0;12526
12527;-11.19;0.62;-11.19;0.0;0;12527
12528;-11.19;0.62;-11.19;0.0;0;12528
12529;-11.19;0.62;-11.19;0.0;0;12529
12530;-11.19;0.62;-11.19;0.0;0;12530
12531;-11.19;0.62;-11.19;0.0;0;12531
12532;-11.19;0.62;-11.19;0.0;0;12532
12533;-11.19;0.62;-11.19;0.0;0;12533
12534;-11.19;0.62;-11.19;0.0;0;12534
12535;-11.19;0.62;-11.19;0.0;0;12535
12536;-11.19;0.62;-11.19;0.0;0;12536
12537;-11.19;0.62;-11.19;0.0;0;12537
12538;-11.19;0.62;-11.19;0.0;0;12538
12539;-11.19;0.62;-11.19;0.0;0;12539
12540;-11.19;0.62;-11.19;0.0;0;12540
12541;-11.19;0.62;-11.19;0.0;0;12541
12542;-11.19;0.62;-11.19;0.0;0;12542
12543;-11.19;0.62;-11.19;0.0;0;12543
12544;-11.19;0.62;-11.19;0.0;0;12544
12545;-11.19;0.62;-11.19;0.0;0;12545
12546;-11.19;0.62;-11.19;0.0;0;12546
12547;-11.19;0.62;-11.19;0.0;0;12547
12548;-11.19;0.62;-11.19;0.0;0;12548
12549;-11.19;0.62;-11.19;0.0;0;12549
12550;-11.19;0.62;-11.19;0.0;0;12550
12551;-11.19;0.62;-11.19;0.0;0;12551
12552;-11.19;0.62;-11.19;0.0;0;12552
12553;-11.19;0.62;-11.19;0.0;0;12553
12554;-11.19;0.62;-11.19;0.0;0;12554
12555;-11.19;0.62;-11.19;0.0;0;12555
12556;-11.19;0.62;-11.19;0.0;0;12556
12557;-11.19;0.62;-11.19;0.0;0;12557
12558;-11.19;0.62;-11.19;0.0;0;12558
12559;-11.19;0.62;-11.19;0.0;0;12559
12560;-11.19;0.62;-11.19;0.0;0;12560
12561;-11.19;0.62;-11.19;0.0;0;12561
12562;-11.19;0.62;-11.19;0.0;0;12562
12563;-11.19;0.62;-11.19;0.0;0;12563
12564;-11.19;0.62;-11.19;0.0;0;12564
12565;-11.25;0.62;-11.25;0.0;0;12565
12566;-11.19;0.62;-11.19;0.0;0;12566
12567;-11.19;0.62;-11.19;0.0;0;12567
12568;-11.19;0.62;-11.19;0.0;0;12568
12569;-11.19;0.62;-11.19;0.0;0;12569
12570;-11.19;0.62;-11.19;0.0;0;12570
12571;-11.19;0.62;-11.19;0.0;0;12571
12572;-11.19;0.62;-11.19;0.0;0;12572
12573;-11.19;0.62;-11.19;0.0;0;12573
12574;-11.19;0.62;-11.19;0.0;0;12574
12575;-11.19;0.62;-11.19;0.0;0;12575
12576;-11.19;0.62;-11.19;0.0;0;12576
12577;-11.19;0.62;-11.19;0.0;0;12577
12578;-11.19;0.62;-11.19;0.0;0;12578
12579;-11.25;0.62;-11.25;0.0;0;12579
12580;-11.19;0.62;-11.19;0.0;0;12580
12581;-11.19;0.62;-11.19;0.0;0;12581
12582;-11.19;0.62;-11.19;0.0;0;12582
12583;-11.19;0.62;-11.19;0.0;0;12583
12584;-11.19;0.62;-11.19;0.0;0;12584
12585;-11.19;0.62;-11.19;0.0;0;12585
12586;-11.19;0.62;-11.19;0.0;0;12586
12587;-11.19;0.62;-11.19;0.0;0;12587
12588;-11.19;0.62;-11.19;0.0;0;12588
12589;-11.19;0.62;-11.19;0.0;0;12589
12590;-11.19;0.62;-11.19;0.0;0;12590
12591;-11.25;0.62;-11.25;0.0;0;12591
12592;-11.19;0.62;-11.19;0.0;0;12592
12593;-11.19;0.62;-11.19;0.0;0;12593
12594;-11.19;0.62;-11.19;0.0;0;12594
12595;-11.19;0.62;-11.19;0.0;0;12595
12596;-11.19;0.62;-11.19;0.0;0;12596
12597;-11.19;0.62;-11.19;0.0;0;12597
12598;-11.19;0.62;-11.19;0.0;0;12598
12599;-11.19;0.62;-11.19;0.0;0;12599
12600;-11.19;0.62;-11.19;0.0;0;12600
12601;-11.25;0.62;-11.25;0.0;0;12601
12602;-11.19;0.62;-11.19;0.0;0;12602
12603;-11.19;0.62;-11.19;0.0;0;12603
12604;-11.25;0.62;-11.25;0.0;0;12604
12605;-11.19;0.62;-11.19;0.0;0;12605
12606;-11.19;0.62;-11.19;0.0;0;12606
12607;-11.19;0.62;-11.19;0.0;0;12607
12608;-11.19;0.62;-11.19;0.0;0;12608
12609;-11.19;0.62;-11.19;0.0;0;12609
12610;-11.19;0.62;-11.19;0.0;0;12610
12611;-11.19;0.62;-11.19;0.0;0;12611
12612;-11.19;0.62;-11.19;0.0;0;12612
12613;-11.19;0.62;-11.19;0.0;0;12613
12614;-11.19;0.62;-11.19;0.0;0;12614
12615;-11.19;0.62;-11.19;0.0;0;12615
12616;-11.19;0.62;-11.19;0.0;0;12616
12617;-11.19;0.62;-11.19;0.0;0;12617
12618;-11.19;0.62;-11.19;0.0;0;12618
12619;-11.19;0.62;-11.19;0.0;0;12619
12620;-11.25;0.62;-11.25;0.0;0;12620
12621;-11.19;0.62;-11.19;0.0;0;12621
12622;-11.19;0.62;-11.19;0.0;0;12622
12623;-11.19;0.62;-11.19;0.0;0;12623
12624;-11.25;0.62;-11.25;0.0;0;12624
12625;-11.19;0.62;-11.19;0.0;0;12625
12626;-11.19;0.62;-11.19;0.0;0;12626
12627;-11.25;0.62;-11.25;0.0;0;12627
12628;-11.25;0.62;-11.25;0.0;0;12628
12629;-11.19;0.62;-11.19;0.0;0;12629
12630;-11.19;0.62;-11.19;0.0;0;12630
12631;-11.19;0.62;-11.19;0.0;0;12631
12632;-11.25;0.62;-11.25;0.0;0;12632
12633;-11.19;0.62;-11.19;0.0;0;12633
12634;-11.19;0.62;-11.19;0.0;0;12634
12635;-11.19;0.62;-11.19;0.0;0;12635
12636;-11.25;0.62;-11.25;0.0;0;12636
12637;-11.19;0.62;-11.19;0.0;0;12637
12638;-11.19;0.62;-11.19;0.0;0;12638
12639;-11.25;0.62;-11.25;0.0;0;12639
12640;-11.19;0.62;-11.19;0.0;0;12640
12641;-11.19;0.62;-11.19;0.0;0;12641
12642;-11.19;0.62;-11.19;0.0;0;12642
12643;-11.25;0.62;-11.25;0.0;0;12643
12644;-11.19;0.62;-11.19;0.0;0;12644
12645;-11.19;0.62;-11.19;0.0;0;12645
12646;-11.19;0.62;-11.19;0.0;0;12646
12647;-11.19;0.62;-11.19;0.0;0;12647
12648;-11.19;0.62;-11.19;0.0;0;12648
12649;-11.19;0.62;-11.19;0.0;0;12649
12650;-11.19;0.62;-11.19;0.0;0;12650
12651;-11.25;0.62;-11.25;0.0;0;12651
12652;-11.25;0.62;-11.25;0.0;0;12652
12653;-11.25;0.62;-11.25;0.0;0;12653
12654;-11.25;0.62;-11.25;0.0;0;12654
12655;-11.19;0.62;-11.19;0.0;0;12655
12656;-11.25;0.62;-11.25;0.0;0;12656
12657;-11.19;0.62;-11.19;0.0;0;12657
12658;-11.25;0.62;-11.25;0.0;0;12658
12659;-11.25;0.62;-11.25;0.0;0;12659
12660;-11.25;0.62;-11.25;0.0;0;12660
